id	CHR	START	STOP	nsnps	logBF_locus.a	logBF_locus.a,b	logBF_locus.a,c	logBF_locus.a,bc	logBF_locus.a,b,c	logBF_locus.b	logBF_locus.b,c	logBF_locus.ac,b	logBF_locus.c	logBF_locus.ab,c	logBF_locus.ab	logBF_locus.ac	logBF_locus.bc	logBF_locus.abc	logBF_locus.zero	bf.a	bf.a,b	bf.a,c	bf.a,bc	bf.a,b,c	bf.b	bf.b,c	bf.ac,b	bf.c	bf.ab,c	bf.ab	bf.ac	bf.bc	bf.abc	bf.zero	PPA.a	PPA.a,b	PPA.a,c	PPA.a,bc	PPA.a,b,c	PPA.b	PPA.b,c	PPA.ac,b	PPA.c	PPA.ab,c	PPA.ab	PPA.ac	PPA.bc	PPA.abc	PPA.zero	best.snp.a	best.snp.b	best.snp.ab	best.snp.c	best.snp.ac	best.snp.bc	best.snp.abc	best.snp.PPA.a	best.snp.PPA.b	best.snp.PPA.ab	best.snp.PPA.c	best.snp.PPA.ac	best.snp.PPA.bc	best.snp.PPA.abc	minpi	minpi.snp	minpi.snp.betas	best.snp.se	best.snp.betas	best.snp.se
ENSG00000140564_cg07718650	15	91416550	91454110	60	17.4752150846397	33.4291088874089	18.4738316764724	34.4669269780612	41.3432627703167	18.7741277642489	19.7726706723715	34.3929213403023	1.01431465053976	41.2808799531191	40.2822459570041	18.4218173124007	19.7253760755191	41.2277475589944	0	21.5695596468618	41.6177980118531	26.6625208009165	42.6556161025054	49.5319518947609	22.868472326471	27.9613597968157	42.5816104647465	5.10865921276186	49.4695690775633	44.3765905192262	22.5161618746228	23.8197206377412	45.3220921212165	0	9.8e-09	5e-04	1.6e-10	1.4e-05	0.00014	3.6e-08	5.8e-10	1.3e-05	6.9e-16	0.013	0.78	2.5e-10	9.3e-10	0.2	4.2e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.2	0.2	0.2	0.2	2.3e-12,4.49e-13,0.0088	15:91426560,15:91426560,15:91446472	-0.0784048829742783,0.0709706743716413,-0.00638210708054064	0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022	-0.00478,-0.00478,-0.00478,-0.00478,-0.00478,-0.00478,-0.00478	0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022
ENSG00000182511_cg07718650	15	91416550	91454110	60	17.4752150846397	25.6313672967756	18.4738316764724	26.5817420156573	30.742237325715	8.15839350992955	9.15695489184011	26.5782519097554	1.01431465053976	24.626738600761	23.6261325084553	18.4218173124007	9.10847902535393	24.4382103197076	0	21.5695596468618	33.8200564212198	26.6625208009165	34.7704311401015	38.9309264501592	12.2527380721516	17.3456440162843	34.7669410341996	5.10865921276186	32.8154277252052	27.7204770706774	22.5161618746228	13.202823587576	28.5325548819297	0	0.034	0.72	0.00056	0.019	0.012	3.1e-06	5e-08	0.018	2.4e-09	0.0026	0.16	0.00088	8e-08	0.036	1.5e-07	15:91426560	15:91419432	15:91419432	15:91426560	15:91426560	15:91419432	15:91419432	0.22	0.22	0.2	0.074	0.056	0.055	0.036	2.3e-12,4.06e-07,0.0088	15:91426560,15:91422543,15:91446472	-0.0784048829742783,0.0949378376666618,-0.00638210708054064	0.0022,0.00226,0.00226,0.0022,0.0022,0.00226,0.00226	-0.00478,-0.00448,-0.00448,-0.00478,-0.00478,-0.00448,-0.00448	0.0022,0.00226,0.00226,0.0022,0.0022,0.00226,0.00226
ENSG00000140564_cg02864248	15	91397733	91431807	52	17.6416688034844	33.8779112122669	17.9187456309452	33.9083107160142	40.5923343977237	18.7212354897204	18.998170357562	33.7879865582006	0.287822379484385	40.5044503396078	40.2271444918034	17.3421035613728	18.4347239036011	39.9061501180121	0	21.5929125220658	41.7803986494298	25.8212330681081	41.810798153177	48.4948218348865	22.6724792083018	26.9006577947249	41.6904739953634	4.23906609806581	48.4069377767706	44.1783882103849	21.2933472799542	22.3859676221826	43.8573938365935	0	1.4e-08	0.00084	9.9e-11	8.7e-06	6.9e-05	4.2e-08	2.9e-10	7.7e-06	4.2e-16	0.0064	0.93	1.1e-10	3.2e-10	0.067	6e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.067	0.067	0.067	0.067	2.3e-12,4.49e-13,0.00886	15:91426560,15:91426560,15:91403674	-0.0784048829742783,0.0709706743716413,-0.0068297937227234	0.00235,0.00235,0.00235,0.00235,0.00235,0.00235,0.00235	0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015	0.00235,0.00235,0.00235,0.00235,0.00235,0.00235,0.00235
ENSG00000182511_cg02864248	15	91397733	91431807	52	17.6416688034844	26.0391341567735	17.9187456309452	25.8691171031022	30.2852594933314	8.40461008475263	8.68019266066554	25.7386828780053	0.287822379484385	25.3283138548499	25.052572315924	17.3421035613728	8.23450047311582	24.8694695685733	0	21.5929125220658	33.9416215939363	25.8212330681081	33.771604540265	38.1877469304942	12.3558538033341	16.5826800978284	33.6411703151681	4.23906609806581	33.2308012920128	29.0038160345054	21.2933472799542	12.1857441916973	28.8207132871547	0	0.023	0.54	0.00016	0.0046	0.0038	2.3e-06	1.6e-08	0.004	6.8e-10	0.0027	0.39	0.00017	1.9e-08	0.032	9.8e-08	15:91416550	15:91416550	15:91416550	15:91416550	15:91426560	15:91416550	15:91416550	0.43	0.43	0.42	0.041	0.036	0.037	0.032	2.3e-12,1.89e-07,0.00886	15:91426560,15:91416550,15:91403674	-0.0784048829742783,-0.0976094749914052,-0.0068297937227234	0.00238,0.00238,0.00238,0.00238,0.00235,0.00238,0.00238	0.00225,0.00225,0.00225,0.00225,0.0015,0.00225,0.00225	0.00238,0.00238,0.00238,0.00238,0.00235,0.00238,0.00238
ENSG00000140564_cg26377677	15	91397733	91431856	52	17.6416688034844	33.8779112122669	17.7531393759474	33.7466539032159	40.427511422461	18.7212354897204	18.8333434110178	34.1568872756859	0.126558715107917	40.3392997644004	40.2271444918034	17.5180905523975	18.5548152966021	40.057465810645	0	21.5929125220658	41.7803986494298	25.6556268131103	41.6491413403787	48.3299988596239	22.6724792083018	26.7358308481806	42.0593747128488	4.07780243368934	48.2417872015632	44.1783882103849	21.4693342709789	22.5060590151835	44.0087095292265	0	1.4e-08	0.00083	8.3e-11	7.3e-06	5.8e-05	4.2e-08	2.4e-10	1.1e-05	3.5e-16	0.0053	0.92	1.3e-10	3.5e-10	0.077	6e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.077	0.077	0.077	0.077	2.3e-12,4.49e-13,0.0116	15:91426560,15:91426560,15:91407994	-0.0784048829742783,0.0709706743716413,0.00598096322839693	0.002,0.002,0.002,0.002,0.002,0.002,0.002	0.00193,0.00193,0.00193,0.00193,0.00193,0.00193,0.00193	0.002,0.002,0.002,0.002,0.002,0.002,0.002
ENSG00000182511_cg26377677	15	91397733	91431856	52	17.6416688034844	26.0391341567735	17.7531393759474	26.4205875036161	30.1238309128045	8.40461008475263	8.50596618990265	25.9058394388234	0.126558715107917	25.1433286769815	25.052572315924	17.5180905523975	8.78902995873446	25.7827853485696	0	21.5929125220658	33.9416215939363	25.6556268131103	34.323074940779	38.0263183499673	12.3558538033341	16.4084536270655	33.8083268759863	4.07780243368934	33.0458161141443	29.0038160345054	21.4693342709789	12.7402736773159	29.734029067151	0	0.022	0.51	0.00013	0.0075	0.0031	2.2e-06	1.2e-08	0.0045	5.5e-10	0.0021	0.37	2e-04	3.2e-08	0.077	9.3e-08	15:91416550	15:91416550	15:91416550	15:91416550	15:91426560	15:91416550	15:91416550	0.45	0.46	0.45	0.089	0.081	0.084	0.077	2.3e-12,1.89e-07,0.0116	15:91426560,15:91416550,15:91407994	-0.0784048829742783,-0.0976094749914052,0.00598096322839693	0.00199,0.00199,0.00199,0.00199,0.002,0.00199,0.00199	0.0042,0.0042,0.0042,0.0042,0.00193,0.0042,0.0042	0.00199,0.00199,0.00199,0.00199,0.002,0.00199,0.00199
ENSG00000140564_cg04853284	15	91416550	91455618	60	17.4752150846397	33.4291088874089	17.782895956526	33.8298214498812	40.6525232185038	18.7741277642489	19.0818742031697	33.8882350314785	0.326797970483049	40.5899325896833	40.2822459570041	17.9296421657363	19.2251518708235	40.7363745214839	0	21.5695596468618	41.6177980118531	25.9715850809702	42.0185105743254	48.841212342948	22.868472326471	27.2705633276139	42.0769241559227	4.42114253270515	48.7786217141275	44.3765905192262	22.0239867279584	23.3194964330456	44.830719083706	0	1.1e-08	0.00054	8.7e-11	8.1e-06	7.4e-05	3.9e-08	3.2e-10	8.6e-06	3.8e-16	0.007	0.86	1.7e-10	6.1e-10	0.14	4.6e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.14	0.14	0.14	0.14	2.3e-12,4.49e-13,0.0154	15:91426560,15:91426560,15:91435422	-0.0784048829742783,0.0709706743716413,0.00345645462999165	0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132	-0.0023,-0.0023,-0.0023,-0.0023,-0.0023,-0.0023,-0.0023	0.00132,0.00132,0.00132,0.00132,0.00132,0.00132,0.00132
ENSG00000182511_cg04853284	15	91416550	91455618	60	17.4752150846397	25.6313672967756	17.782895956526	26.241339569491	30.0547034358083	8.15839350992955	8.46282271640204	26.0855139349953	0.326797970483049	23.9313984685276	23.6261325084553	17.9296421657363	8.76828275183782	24.1983137589098	0	21.5695596468618	33.8200564212198	25.9715850809702	34.4300286939352	38.2433925602525	12.2527380721516	16.6515118408462	34.2742030594395	4.42114253270515	32.1200875929718	27.7204770706774	22.0239867279584	12.8626273140599	28.2926583211319	0	0.035	0.74	0.00029	0.014	0.0061	3.2e-06	2.6e-08	0.012	1.3e-09	0.0013	0.17	0.00056	5.8e-08	0.029	1.5e-07	15:91426560	15:91419432	15:91419432	15:91426560	15:91426560	15:91419432	15:91419432	0.21	0.21	0.2	0.055	0.041	0.043	0.029	2.3e-12,4.06e-07,0.0154	15:91426560,15:91422543,15:91435422	-0.0784048829742783,0.0949378376666618,0.00345645462999165	0.00132,0.00134,0.00134,0.00132,0.00132,0.00134,0.00134	-0.0023,-0.00256,-0.00256,-0.0023,-0.0023,-0.00256,-0.00256	0.00132,0.00134,0.00134,0.00132,0.00132,0.00134,0.00134
ENSG00000140564_cg24259688	15	91397733	91433951	54	17.6039288664081	33.8088566803693	17.7179820370532	33.7949481411468	40.3986155432022	18.6903780661686	18.8043463227023	33.730338111905	0.131352230519653	40.3101845623885	40.1963290059032	17.6585249611189	18.7498284155393	40.2621852302062	0	21.5929129129724	41.7868247734979	25.6959501301817	41.7729162342754	48.3765836363307	22.6793621127329	26.7823144158308	41.7083062050336	4.12033627708393	48.2881526555171	44.1853130524675	21.6475090076831	22.7388124621036	44.2511692767705	0	1.4e-08	0.00082	8.4e-11	8e-06	5.9e-05	4.1e-08	2.5e-10	7.5e-06	3.6e-16	0.0054	0.9	1.5e-10	4.4e-10	0.096	5.8e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.096	0.096	0.096	0.096	2.3e-12,4.49e-13,0.0165	15:91426560,15:91426560,15:91409409	-0.0784048829742783,0.0709706743716413,0.0120992445588661	0.00474,0.00474,0.00474,0.00474,0.00474,0.00474,0.00474	0.00624,0.00624,0.00624,0.00624,0.00624,0.00624,0.00624	0.00474,0.00474,0.00474,0.00474,0.00474,0.00474,0.00474
ENSG00000182511_cg24259688	15	91397733	91433951	54	17.6039288664081	25.9853758285018	17.7179820370532	25.7053363681092	30.1126237914529	8.38844974920762	8.50744779839123	26.0416488589221	0.131352230519653	25.1346282430183	25.0164162618756	17.6585249611189	8.1088545915341	24.7981143210365	0	21.5929129129724	33.9633439216303	25.6959501301817	33.6833044612377	38.0905918845814	12.3774337957719	16.4854158915198	34.0196169520506	4.12033627708393	33.1125963361469	29.0054003084399	21.6475090076831	12.0978386380984	28.7870983676007	0	0.023	0.55	0.00014	0.0041	0.0034	2.3e-06	1.4e-08	0.0058	6e-10	0.0023	0.38	0.00024	1.7e-08	0.031	9.7e-08	15:91416550	15:91416550	15:91416550	15:91426560	15:91426560	15:91416550	15:91416550	0.42	0.42	0.42	0.041	0.037	0.035	0.031	2.3e-12,1.89e-07,0.0165	15:91426560,15:91416550,15:91409409	-0.0784048829742783,-0.0976094749914052,0.0120992445588661	0.00483,0.00483,0.00483,0.00474,0.00474,0.00483,0.00483	0.00415,0.00415,0.00415,0.00624,0.00624,0.00415,0.00415	0.00483,0.00483,0.00483,0.00474,0.00474,0.00483,0.00483
ENSG00000140564_cg17017272	15	91427612	91466262	62	12.0578119604019	25.8305125483625	12.2484225345078	25.618130428918	30.2378168011306	13.8530878936769	14.0429656782699	25.5416330792636	0.200547900137979	27.6678047062696	27.4772108223587	11.7690723918017	13.6351314801243	27.1901410595217	0	16.184946345447	34.0847813184527	20.502691304598	33.8723991990082	38.4920855712208	17.980222278722	22.2972344483601	33.7959018493538	4.32768228518307	35.9220734763598	31.6043452074038	15.8962067768468	17.7622658651694	31.3172754445668	0	1.7e-05	0.099	1.3e-07	8e-04	0.00081	1e-04	7.5e-07	0.00074	1.2e-10	0.0062	0.83	1.3e-07	8.1e-07	0.062	1.6e-08	15:91428197	15:91428636	15:91428636	15:91428197	15:91428197	15:91428636	15:91428636	0.9	0.9	0.9	0.064	0.063	0.063	0.062	2.37e-09,6.2e-10,0.0144	15:91428197,15:91428521,15:91452836	-0.0655950790984102,-0.0671394386734688,0.0048592938763974	0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178	-0.000998,0.000982,0.000982,-0.000998,-0.000998,0.000982,0.000982	0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178
ENSG00000182511_cg17017272	15	91427612	91466262	62	12.0578119604019	19.5875572141301	12.2484225345078	19.2857623068769	24.0128696116383	7.62825125782952	7.81903181383072	19.3046144506644	0.200547900137979	21.6378823703259	21.4467111009212	11.7690723918017	7.32234315749068	21.1001739567581	0	16.184946345447	27.8418259842202	20.502691304598	27.5400310769671	32.2671383817284	11.7553856428746	16.0733005839209	27.5588832207546	4.32768228518307	29.892151140416	25.5738454859663	15.8962067768468	11.4494775425358	25.2273083418032	0	0.0071	0.081	5.3e-05	6e-04	0.00068	8.4e-05	6.3e-07	0.00061	5e-08	0.0063	0.84	5.3e-05	6.2e-07	0.06	6.6e-06	15:91429042	15:91429042	15:91429042	15:91429042	15:91429042	15:91429042	15:91429042	0.91	0.91	0.91	0.061	0.06	0.06	0.06	2.37e-09,5.38e-07,0.0144	15:91428197,15:91429042,15:91452836	-0.0655950790984102,0.0938294293918497,0.0048592938763974	0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178	0.000982,0.000982,0.000982,0.000982,0.000982,0.000982,0.000982	0.00178,0.00178,0.00178,0.00178,0.00178,0.00178,0.00178
ENSG00000140564_cg16976547	15	91416550	91453131	59	17.4920221813335	33.4573664072851	17.7474679716532	33.2764526550079	40.6107470859639	18.7850569276949	19.0405344832732	33.3239373381265	0.266872760298553	40.5485875920172	40.2931420583599	17.3589454111629	18.6492122893298	40.16008762095	0	21.5695596252393	41.6124412950965	25.9025428594647	41.4315275428194	48.7658219737754	22.8625943716006	27.1956093710847	41.4790122259379	4.34441020420427	48.7036624798287	44.3706795022656	21.4364828550686	22.7267497332355	44.2376250648557	0	1.1e-08	0.00058	8.7e-11	4.8e-06	7.4e-05	4.2e-08	3.2e-10	5.1e-06	3.8e-16	0.007	0.91	1e-10	3.6e-10	0.08	4.9e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.08	0.08	0.08	0.08	2.3e-12,4.49e-13,0.0151	15:91426560,15:91426560,15:91430617	-0.0784048829742783,0.0709706743716413,-0.00683833071604935	0.00265,0.00265,0.00265,0.00265,0.00265,0.00265,0.00265	0.00272,0.00272,0.00272,0.00272,0.00272,0.00272,0.00272	0.00265,0.00265,0.00265,0.00265,0.00265,0.00265,0.00265
ENSG00000182511_cg16976547	15	91416550	91453131	59	17.4920221813335	25.6628358331383	17.7474679716532	26.0059786706334	30.0094595975419	8.17305547312244	8.42147935537977	25.5295104690331	0.266872760298553	23.8951999118627	23.64102774185	17.3589454111629	8.51550369885963	23.6129875645509	0	21.5695596252393	33.8179107209498	25.9025428594647	34.1610535584448	38.1645344853533	12.2505929170282	16.5765542431912	33.6845853568445	4.34441020420427	32.0502747996741	27.7185651857557	21.4364828550686	12.5930411427653	27.6905250084566	0	0.036	0.75	0.00028	0.011	0.0058	3.2e-06	2.5e-08	0.0066	1.2e-09	0.0013	0.17	0.00032	4.6e-08	0.016	1.5e-07	15:91426560	15:91419432	15:91419432	15:91426560	15:91426560	15:91422543	15:91419432	0.19	0.2	0.19	0.034	0.023	0.027	0.016	2.3e-12,4.06e-07,0.0151	15:91426560,15:91422543,15:91430617	-0.0784048829742783,0.0949378376666618,-0.00683833071604935	0.00265,0.0027,0.0027,0.00265,0.00265,0.00268,0.0027	0.00272,0.00302,0.00302,0.00272,0.00272,-0.00341,0.00302	0.00265,0.0027,0.0027,0.00265,0.00265,0.00268,0.0027
ENSG00000140564_cg19114277	15	91426560	91465224	61	12.0898858262181	25.9574621596186	11.785905094305	25.5596672217686	29.852156997942	13.9418582383495	13.6376321555116	25.5418047944548	-0.289425362146629	27.2018303137774	27.505818976777	11.6742701734631	13.5428361035267	27.0907441104581	0	16.2007596903914	34.1792098879652	20.0076528226516	33.7814149501152	38.0739047262886	18.0527321025228	21.8593798838582	33.7635525228014	3.82144850202668	35.423578042124	31.6166928409503	15.7851440376364	17.6537099677	31.2016179746314	0	1.7e-05	0.11	7.6e-08	0.00072	0.00053	0.00011	4.8e-07	0.00071	7.1e-11	0.0037	0.83	1.1e-07	7.2e-07	0.055	1.5e-08	15:91428197	15:91428636	15:91428636	15:91428197	15:91428197	15:91428636	15:91428636	0.89	0.89	0.89	0.056	0.056	0.056	0.055	2.37e-09,6.2e-10,0.181	15:91428197,15:91428521,15:91431856	-0.0655950790984102,-0.0671394386734688,0.00174352096998688	0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111	0.000205,-0.000212,-0.000212,0.000205,0.000205,-0.000212,-0.000212	0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111
ENSG00000182511_cg19114277	15	91426560	91465224	61	12.0898858262181	19.6369883903537	11.785905094305	19.23721774928	23.5539616997531	7.64394365946375	7.33976892897868	19.2227673813962	-0.289425362146629	21.1582101728642	21.4619896936199	11.6742701734631	7.24147152000715	21.032554121189	0	16.2007596903914	27.8587361187003	20.0076528226516	27.4589654776266	31.7757094280997	11.7548175236371	15.5615166573253	27.4445151097428	3.82144850202668	29.3799579012108	25.5728635577932	15.7851440376364	11.3523453841805	25.1434279853623	0	0.0072	0.083	3.2e-05	0.00056	0.00042	8.5e-05	3.8e-07	0.00055	3e-08	0.0038	0.85	4.8e-05	5.7e-07	0.055	6.6e-06	15:91429042	15:91429042	15:91429042	15:91429042	15:91429042	15:91429042	15:91429042	0.91	0.91	0.91	0.056	0.056	0.056	0.055	2.37e-09,5.38e-07,0.181	15:91428197,15:91429042,15:91431856	-0.0655950790984102,0.0938294293918497,0.00174352096998688	0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111	-0.000212,-0.000212,-0.000212,-0.000212,-0.000212,-0.000212,-0.000212	0.00111,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111
ENSG00000140564_cg17396638	15	91403646	91443170	61	17.48211298227	33.6498598544588	17.7133317378705	33.7718159177489	40.4784141787455	18.6528257959794	18.8842037672907	33.8940640769094	0.246543315479783	40.3901415757075	40.1588169252345	17.6535791503448	18.8139274431705	40.3234017792034	0	21.5929868464433	41.8716075828055	25.9350794662172	41.9935636460955	48.7001619070921	22.7636996601527	27.1059514956373	42.115811805256	4.35741717965309	48.6118893040541	44.2696907894078	21.7644530145181	22.9248013073438	44.4342756433767	0	1.3e-08	0.00081	9.7e-11	9.1e-06	7.5e-05	4.1e-08	3.1e-10	1e-05	4.1e-16	0.0068	0.89	1.5e-10	4.8e-10	0.1	5.3e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.1	0.1	0.1	0.1	2.3e-12,4.49e-13,0.0229	15:91426560,15:91426560,15:91441673	-0.0784048829742783,0.0709706743716413,-0.00560358866408016	0.00235,0.00235,0.00235,0.00235,0.00235,0.00235,0.00235	0.00338,0.00338,0.00338,0.00338,0.00338,0.00338,0.00338	0.00235,0.00235,0.00235,0.00235,0.00235,0.00235,0.00235
ENSG00000182511_cg17396638	15	91403646	91443170	61	17.48211298227	25.8257620556639	17.7133317378705	26.3505614242799	30.1896413695323	8.35023403154304	8.57490635099755	25.9957044796878	0.246543315479783	25.144616400525	24.91696290636	17.6535791503448	8.87414174162024	25.2958179862722	0	21.5929868464433	34.0475097840105	25.9350794662172	34.5723091526266	38.4113890978789	12.4611078957164	16.7966540793442	34.2174522080344	4.35741717965309	33.3663641288716	29.0278367705333	21.7644530145181	12.9850156057935	29.4066918504456	0	0.021	0.54	0.00016	0.0092	0.0043	2.3e-06	1.8e-08	0.0064	6.9e-10	0.0028	0.36	0.00025	3.9e-08	0.052	8.9e-08	15:91416550	15:91416550	15:91416550	15:91426560	15:91426560	15:91416550	15:91416550	0.42	0.42	0.41	0.068	0.059	0.062	0.052	2.3e-12,1.89e-07,0.0229	15:91426560,15:91416550,15:91441673	-0.0784048829742783,-0.0976094749914052,-0.00560358866408016	0.00238,0.00238,0.00238,0.00235,0.00235,0.00238,0.00238	0.00388,0.00388,0.00388,0.00338,0.00338,0.00388,0.00388	0.00238,0.00238,0.00238,0.00235,0.00235,0.00238,0.00238
ENSG00000140564_cg16895464	15	91397733	91433951	54	17.6039288664081	33.8088566803693	17.8126711082186	33.828247148022	40.4935840150269	18.6903780661686	18.899395962134	34.0238205456539	0.220495589344687	40.4056899077036	40.1963290059032	17.3639204019857	18.4267745110203	39.902556424566	0	21.5929129129724	41.7868247734979	25.7906392013471	41.8062152411506	48.4715521081554	22.6793621127329	26.8773640552625	42.0017886387824	4.20947963590896	48.3836580008322	44.1853130524675	21.35290444855	22.4157585575846	43.8915404711303	0	1.4e-08	0.00084	9.5e-11	8.6e-06	6.7e-05	4.2e-08	2.8e-10	1e-05	4e-16	0.0062	0.92	1.1e-10	3.2e-10	0.069	6e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.069	0.069	0.069	0.069	2.3e-12,4.49e-13,0.0231	15:91426560,15:91426560,15:91421283	-0.0784048829742783,0.0709706743716413,-0.00609312937601334	0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024	0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017	0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024
ENSG00000182511_cg16895464	15	91397733	91433951	54	17.6039288664081	25.9853758285018	17.8126711082186	26.5748777835153	30.2016895141844	8.38844974920762	8.58181553606707	25.7378250317372	0.220495589344687	25.2124365932328	25.0164162618756	17.3639204019857	8.97727271879777	25.5035906788307	0	21.5929129129724	33.9633439216303	25.7906392013471	34.5528458766439	38.179657607313	12.3774337957719	16.5597836291956	33.7157931248657	4.20947963590896	33.1904046863614	29.0054003084399	21.35290444855	12.966256765362	29.4925747253949	0	0.022	0.53	0.00015	0.0095	0.0036	2.2e-06	1.5e-08	0.0041	6.3e-10	0.0024	0.37	0.00018	4e-08	0.06	9.4e-08	15:91416550	15:91416550	15:91416550	15:91416550	15:91426560	15:91416550	15:91416550	0.44	0.44	0.43	0.074	0.065	0.07	0.06	2.3e-12,1.89e-07,0.0231	15:91426560,15:91416550,15:91421283	-0.0784048829742783,-0.0976094749914052,-0.00609312937601334	0.00241,0.00241,0.00241,0.00241,0.0024,0.00241,0.00241	0.00425,0.00425,0.00425,0.00425,0.0017,0.00425,0.00425	0.00241,0.00241,0.00241,0.00241,0.0024,0.00241,0.00241
ENSG00000140564_cg14538437	15	91361936	91386009	56	0.631380227221879	0.0314274826303347	0.431496953176053	-0.117630284046348	3.89625683678147	-0.582519427711014	-0.77870325483805	0.0653048375353631	-0.177578940624899	-0.183477159749834	0.0161363547942459	0.665047243420033	-0.728365715916224	0.0377695305426657	0	4.65673191795703	8.08213086410063	8.48220033464635	7.93307309742395	11.9469602182518	3.44283226302414	7.27200012663225	8.11600821900566	3.84777275011025	7.86722622172047	4.0414880455294	4.69039893415518	3.29698597481893	4.06312122127782	0	0.01	3.2e-05	4.7e-05	2.7e-07	1.5e-07	0.0031	1.4e-05	3.3e-07	0.0046	2.6e-07	5.6e-05	0.00011	2.7e-05	5.7e-06	0.98	15:91375065	15:91375065	15:91375065	15:91375065	15:91375065	15:91375065	15:91375065	0.00017	8.9e-05	6.2e-05	0.00014	0.00011	3.3e-05	5.7e-06	0.000753,0.0148,0.143	15:91375065,15:91383142,15:91365968	-0.04470452178448,0.0475963918283459,0.00500152415378744	0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032	0.00412,0.00412,0.00412,0.00412,0.00412,0.00412,0.00412	0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032
ENSG00000140564_cg00630237	15	91416550	91453131	59	17.4920221813335	33.4573664072851	17.5468425993935	33.2247509578718	40.4102317608274	18.7850569276949	18.8399143438265	33.272401553271	0.0679639181144953	40.3479691517134	40.2931420583599	17.2991310563109	18.5893653588918	40.0997462567316	0	21.5695596252393	41.6124412950965	25.7019174872049	41.3798258456833	48.5653066486388	22.8625943716006	26.994989231638	41.4274764410824	4.14550136202022	48.5030440395248	44.3706795022656	21.3766685002166	22.6669028027976	44.1772837006373	0	1.1e-08	0.00058	7.2e-11	4.6e-06	6.1e-05	4.2e-08	2.6e-10	4.8e-06	3.1e-16	0.0057	0.92	9.5e-11	3.4e-10	0.076	4.9e-14	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	15:91426560	1	1	1	0.076	0.076	0.076	0.076	2.3e-12,4.49e-13,0.0333	15:91426560,15:91426560,15:91430907	-0.0784048829742783,0.0709706743716413,-0.0070898288400652	0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317	0.00292,0.00292,0.00292,0.00292,0.00292,0.00292,0.00292	0.00317,0.00317,0.00317,0.00317,0.00317,0.00317,0.00317
ENSG00000182511_cg00630237	15	91416550	91453131	59	17.4920221813335	25.6628358331383	17.5468425993935	25.8395084481315	29.8105457428181	8.17305547312244	8.22195225141717	25.4696350788322	0.0679639181144953	23.6940215251238	23.64102774185	17.2991310563109	8.34924955949535	23.5773553009421	0	21.5695596252393	33.8179107209498	25.7019174872049	33.9945833359429	37.9656206306296	12.2505929170282	16.3770271392286	33.6247099666436	4.14550136202022	31.8490964129352	27.7185651857557	21.3766685002166	12.4267870034011	27.6548927448478	0	0.036	0.76	0.00023	0.009	0.0048	3.3e-06	2e-08	0.0062	9.8e-10	0.0011	0.17	3e-04	3.9e-08	0.016	1.6e-07	15:91426560	15:91419432	15:91419432	15:91426560	15:91426560	15:91419432	15:91419432	0.19	0.2	0.19	0.031	0.022	0.025	0.016	2.3e-12,4.06e-07,0.0333	15:91426560,15:91422543,15:91430907	-0.0784048829742783,0.0949378376666618,-0.0070898288400652	0.00317,0.00323,0.00323,0.00317,0.00317,0.00323,0.00323	0.00292,0.00367,0.00367,0.00292,0.00292,0.00367,0.00367	0.00317,0.00323,0.00323,0.00317,0.00317,0.00323,0.00323
